audit_id,blind_id,repository,issue_number,url,title,github_labels,person_a_primary_failure,person_a_is_true_numerical_failure,person_a_confidence,person_a_evidence_quote,person_a_notes,person_b_primary_failure,person_b_is_true_numerical_failure,person_b_confidence,person_b_evidence_quote,person_b_notes,adjudicated_primary_failure,adjudicated_is_true_numerical_failure,adjudicated_confidence,adjudication_reason
EG-AUDIT-104,EGNF1000-0150-be49dbc5,apache/tvm,14947,https://github.com/apache/tvm/issues/14947,[Bug] Wrong Result by nn.Dense and relay.Constant with TensorRT,type: bug|needs-triage,nan_inf,yes,high,[Bug] Wrong Result by nn.Dense and relay.Constant with TensorRT ### Description I am comparing the inference result of models with and without TensorRT as the backend.,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,nan_inf,yes,high,[Bug] Wrong Result by nn.Dense and relay.Constant with TensorRT ### Description I am comparing the inference result of models with and without TensorRT as the backend.,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,The issue reports wrong inference results with TensorRT.
EG-AUDIT-105,EGNF1000-0151-750fdaaa,apache/tvm,18899,https://github.com/apache/tvm/issues/18899,[Bug]: Semantically equivalent ONNX graphs produce inconsistent Sin and Tan results on CPU in TVM 0.9.0,type: bug|needs-triage,nan_inf,yes,high,"[Bug]: Semantically equivalent ONNX graphs produce inconsistent Sin and Tan results on CPU in TVM 0.9.0 ## OS verison WSL2 Ubuntu on x86_64, kernel 6.6.87.2-microsoft-standard-WSL2 ## device used for inference CPU ## Framework TVM 0.9.0 Pyt",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,nan_inf,yes,high,"[Bug]: Semantically equivalent ONNX graphs produce inconsistent Sin and Tan results on CPU in TVM 0.9.0 ## OS verison WSL2 Ubuntu on x86_64, kernel 6.6.87.2-microsoft-standard-WSL2 ## device used for inference CPU ## Framework TVM 0.9.0 Pyt",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,The report describes inconsistent Sin and Tan results.
EG-AUDIT-106,EGNF1000-0152-fa2c68a4,apache/tvm,18900,https://github.com/apache/tvm/issues/18900,[Bug]: Semantically equivalent ONNX graphs produce inconsistent Add results on CPU in TVM 0.9.0,type: bug|needs-triage,nan_inf,yes,high,"[Bug]: Semantically equivalent ONNX graphs produce inconsistent Add results on CPU in TVM 0.9.0 ## OS verison WSL2 Ubuntu on x86_64, kernel 6.6.87.2-microsoft-standard-WSL2 ## device used for inference CPU ## Framework TVM 0.9.0 Python API",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,nan_inf,yes,high,"[Bug]: Semantically equivalent ONNX graphs produce inconsistent Add results on CPU in TVM 0.9.0 ## OS verison WSL2 Ubuntu on x86_64, kernel 6.6.87.2-microsoft-standard-WSL2 ## device used for inference CPU ## Framework TVM 0.9.0 Python API",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,The report describes inconsistent Add results.
EG-AUDIT-107,EGNF1000-0153-ba831728,apache/tvm,18901,https://github.com/apache/tvm/issues/18901,[Bug]: Semantically equivalent ONNX graphs produce inconsistent Sin/ReduceSum results on CPU in TVM 0.9.0,type: bug|needs-triage,nan_inf,yes,high,"[Bug]: Semantically equivalent ONNX graphs produce inconsistent Sin/ReduceSum results on CPU in TVM 0.9.0 ## OS verison WSL2 Ubuntu on x86_64, kernel 6.6.87.2-microsoft-standard-WSL2 ## device used for inference CPU ## Framework TVM 0.9.0 P",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,nan_inf,yes,high,"[Bug]: Semantically equivalent ONNX graphs produce inconsistent Sin/ReduceSum results on CPU in TVM 0.9.0 ## OS verison WSL2 Ubuntu on x86_64, kernel 6.6.87.2-microsoft-standard-WSL2 ## device used for inference CPU ## Framework TVM 0.9.0 P",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,The report describes inconsistent Sin/ReduceSum results.
EG-AUDIT-108,EGNF1000-0154-b1a349ae,apache/tvm,18902,https://github.com/apache/tvm/issues/18902,[Bug] :Semantically equivalent ONNX graphs produce inconsistent concat outputs on CPU in TVM 0.9.0,type: bug|needs-triage,nan_inf,yes,high,"[Bug] :Semantically equivalent ONNX graphs produce inconsistent concat outputs on CPU in TVM 0.9.0 ## OS verison WSL2 Ubuntu on x86_64, kernel 6.6.87.2-microsoft-standard-WSL2 ## device used for inference CPU ## Framework TVM 0.9.0 Python A",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,nan_inf,yes,high,"[Bug] :Semantically equivalent ONNX graphs produce inconsistent concat outputs on CPU in TVM 0.9.0 ## OS verison WSL2 Ubuntu on x86_64, kernel 6.6.87.2-microsoft-standard-WSL2 ## device used for inference CPU ## Framework TVM 0.9.0 Python A",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,The report describes inconsistent concat outputs.
EG-AUDIT-109,EGNF1000-0196-7d702a78,apache/tvm,13204,https://github.com/apache/tvm/issues/13204,[Bug] MetaSchedule produce incorrect result when TensorCore is used,type: bug|needs-triage,dtype_casting,yes,high,[Bug] MetaSchedule produce incorrect result when TensorCore is used The `DefaultCUDATensorCore` schedule rule currently support wmma with dtype `fp16fp16fp16` and `s8s8s32`: https://github.com/apache/tvm/blob/main/src/meta_schedule/schedule,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,dtype_casting,yes,high,[Bug] MetaSchedule produce incorrect result when TensorCore is used The `DefaultCUDATensorCore` schedule rule currently support wmma with dtype `fp16fp16fp16` and `s8s8s32`: https://github.com/apache/tvm/blob/main/src/meta_schedule/schedule,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,The visible failure is incorrect TensorCore results.
EG-AUDIT-110,EGNF1000-0197-fc1c905d,apache/tvm,19524,https://github.com/apache/tvm/issues/19524,[Bug][Relax] `conv2d_transpose` produces wrong results on CUDA when `output_padding > 0`,type: bug|needs-triage,nan_inf,yes,high,[Bug][Relax] `conv2d_transpose` produces wrong results on CUDA when `output_padding > 0` # [Bug][Relax] `conv2d_transpose` produces wrong results on CUDA when `output_padding > 0` ## Reproduction,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,nan_inf,yes,high,[Bug][Relax] `conv2d_transpose` produces wrong results on CUDA when `output_padding > 0` # [Bug][Relax] `conv2d_transpose` produces wrong results on CUDA when `output_padding > 0` ## Reproduction,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,The title reports wrong conv2d_transpose results on CUDA.
EG-AUDIT-111,EGNF1000-0198-b2215873,apache/tvm,8296,https://github.com/apache/tvm/issues/8296,[RFC][Tracking Issue][AMP] Tracking Issue for Mixed Precision Pass,topi|type:rfc-tracking|relay:op,dtype_casting,yes,medium,[RFC][Tracking Issue][AMP] Tracking Issue for Mixed Precision Pass This issue tracks work on supporting mixed precision within TVM.,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,dtype_casting,yes,medium,[RFC][Tracking Issue][AMP] Tracking Issue for Mixed Precision Pass This issue tracks work on supporting mixed precision within TVM.,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,dtype_casting,unclear,medium,The tracking issue is about mixed precision support.
EG-AUDIT-112,EGNF1000-0278-8bd5026b,apache/tvm,12327,https://github.com/apache/tvm/issues/12327,"[Bug] Can not build the apk of ""android_camera"" in apps",type: bug|vert:android,precision_tolerance,yes,high,"Hi, I am trying to build ""android_camera"" on my laptop and install it on google pixel 2.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,"Hi, I am trying to build ""android_camera"" on my laptop and install it on google pixel 2.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,crash_compile,no,high,The issue reports inability to build the Android camera APK.
EG-AUDIT-113,EGNF1000-0279-755ecca5,apache/tvm,14791,https://github.com/apache/tvm/issues/14791,[Bug][MetaSchedule] DecomposeReduction Selected Incorrect Loop,type: bug|tune:meta_schedule,precision_tolerance,yes,high,"[Bug][MetaSchedule] DecomposeReduction Selected Incorrect Loop In my testing of FewShotTuningPass #14624 I noticed that when using llvm target, it will generate incorrect results because of wrong loop selected in RewriteReduction post proce",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,"[Bug][MetaSchedule] DecomposeReduction Selected Incorrect Loop In my testing of FewShotTuningPass #14624 I noticed that when using llvm target, it will generate incorrect results because of wrong loop selected in RewriteReduction post proce",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,The selected incorrect loop causes incorrect generated results.
EG-AUDIT-114,EGNF1000-0280-840fefa8,apache/tvm,4072,https://github.com/apache/tvm/issues/4072,[CodeGen] LLVM codegen doesn't respect mfloat-abi=hard,,precision_tolerance,yes,high,"[CodeGen] LLVM codegen doesn't respect mfloat-abi=hard For versions of LLVM < 6.0, the mfloat-abi=hard flag does not appear to be respected resulting in operators such as exp and softmax giving incorrect results on Raspberry Pi 3.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,"[CodeGen] LLVM codegen doesn't respect mfloat-abi=hard For versions of LLVM < 6.0, the mfloat-abi=hard flag does not appear to be respected resulting in operators such as exp and softmax giving incorrect results on Raspberry Pi 3.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,The codegen flag issue causes incorrect exp and softmax results.
EG-AUDIT-115,EGNF1000-0287-bbc32ca7,apache/tvm,13364,https://github.com/apache/tvm/issues/13364,"[Bug] Padded, quantized convolution operators give incorrect results on edges",type: bug|needs-triage,dtype_casting,yes,high,"[Bug] Padded, quantized convolution operators give incorrect results on edges When the microTVM team was working on our submission for MLPerf Tiny, we noticed the `kws` model had slightly worse accuracy than expected (we classified `897/100",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,dtype_casting,yes,high,"[Bug] Padded, quantized convolution operators give incorrect results on edges When the microTVM team was working on our submission for MLPerf Tiny, we noticed the `kws` model had slightly worse accuracy than expected (we classified `897/100",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,The dominant symptom is incorrect quantized convolution outputs on edges.
EG-AUDIT-116,EGNF1000-0665-b82baf61,apache/tvm,19435,https://github.com/apache/tvm/issues/19435,"[Bug] [Relax][ONNX] ScatterElements ignores `reduction` attribute, silently produces wrong results",type: bug|needs-triage,nan_inf,yes,high,"[Bug] [Relax][ONNX] ScatterElements ignores `reduction` attribute, silently produces wrong results ## Expected behavior `ScatterElements` with `reduction=""add""` should **accumulate** updates onto existing values (i.e., `data[i] += update`).",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,nan_inf,yes,high,"[Bug] [Relax][ONNX] ScatterElements ignores `reduction` attribute, silently produces wrong results ## Expected behavior `ScatterElements` with `reduction=""add""` should **accumulate** updates onto existing values (i.e., `data[i] += update`).",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,The ScatterElements bug silently produces wrong results.
EG-AUDIT-117,EGNF1000-0708-89e6d122,apache/tvm,18698,https://github.com/apache/tvm/issues/18698,[Bug] The Onnx Frontend incorrectly mapping the Operator implementation version,type: bug|needs-triage,dtype_casting,yes,high,"### Steps to Reproduce - Graph: ReduceMean Node <img width=""1000"" height=""500"" alt=""Image"" src=""https://github.com/user-attachments/assets/79dac965-7d62-468b-803f-3797b0b8d682"" /> - Using tvm.relax.frontend.onnx.from_onnx with ignore pass o",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,dtype_casting,yes,high,"### Steps to Reproduce - Graph: ReduceMean Node <img width=""1000"" height=""500"" alt=""Image"" src=""https://github.com/user-attachments/assets/79dac965-7d62-468b-803f-3797b0b8d682"" /> - Using tvm.relax.frontend.onnx.from_onnx with ignore pass o",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,medium,The operator-version mapping issue leads to incorrect ONNX frontend behavior.
EG-AUDIT-118,EGNF1000-0864-0eb251f5,apache/tvm,12630,https://github.com/apache/tvm/issues/12630,[Bug] [Optimization] Incorrect results with optimization level 3 and 4,type: bug|tir:arith,precision_tolerance,yes,high,[Bug] [Optimization] Incorrect results with optimization level 3 and 4 I am getting incorrect results (lower accuracy) at optimization level 4 with this densenet-121 model.,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,[Bug] [Optimization] Incorrect results with optimization level 3 and 4 I am getting incorrect results (lower accuracy) at optimization level 4 with this densenet-121 model.,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,The report says optimization levels produce incorrect lower-accuracy results.
EG-AUDIT-119,EGNF1000-0939-a805e084,apache/tvm,12373,https://github.com/apache/tvm/issues/12373,[Bug] Misuse of reduce_axis,type: bug|relay:op|te,dtype_casting,yes,high,"REDUCE_0 = te.reduce_axis((5, 0), name=""REDUCE_0"") REDUCE_1 = te.reduce_axis((7, 0), name=""REDUCE_1"") TENSOR_0 = te.placeholder([10,10,10,10], dtype=""int8"", name=""TENSOR_0"") TENSOR_1 = te.compute([10,10], lambda mcq,uch:te.sum(expr=TENSOR_",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,dtype_casting,yes,high,"REDUCE_0 = te.reduce_axis((5, 0), name=""REDUCE_0"") REDUCE_1 = te.reduce_axis((7, 0), name=""REDUCE_1"") TENSOR_0 = te.placeholder([10,10,10,10], dtype=""int8"", name=""TENSOR_0"") TENSOR_1 = te.compute([10,10], lambda mcq,uch:te.sum(expr=TENSOR_",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,medium,The reduction-axis issue is best treated as a wrong-output numerical correctness problem.
